chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1,YY1peak1_start,YY1peak1_end,YY1peak2_start,YY1peak2_end,YY1_distance
chr11,71825000,71830000,chr11,71830000,71835000,21,2.43969953635351e-91,1,71827107,71827280,71831252,71831405,4135
chr11,71855000,71860000,chr11,71860000,71865000,21,2.2531946313784e-87,1,71854982,71855292,71863469,71863634,8414
chr11,72340000,72345000,chr11,72350000,72355000,8,5.51804507601056e-33,0.952,72343334,72343776,72354085,72354332,10653
chr11,72385000,72390000,chr11,72390000,72395000,16,4.04119302250562e-70,1,72387926,72388084,72394879,72395002,6935
chr11,72390000,72395000,chr11,72395000,72400000,13,2.96951665755513e-56,0.994,72394879,72395002,72395662,72395876,828
chr11,72495000,72500000,chr11,72505000,72510000,14,7.03190240727684e-53,1,72498334,72498805,72504632,72505390,6441
chr11,73335000,73340000,chr11,73370000,73375000,7,7.72980381523412e-27,0.95,73336838,73336965,73372028,73372223,35224
chr11,73490000,73495000,chr11,73495000,73500000,40,4.6067068715913e-160,1,73490156,73490874,73498678,73499407,8527
chr11,73650000,73655000,chr11,73655000,73660000,11,6.68095099556634e-47,0.942,73649922,73650127,73657926,73658099,7988
chr11,73655000,73660000,chr11,73660000,73665000,14,2.49186268135809e-60,0.996,73657926,73658099,73661902,73662038,3957
chr11,73695000,73700000,chr11,73700000,73705000,31,6.30178158253538e-130,1,73695192,73695325,73700026,73700212,4860
chr11,74655000,74660000,chr11,74660000,74665000,23,1.07084186929893e-89,1,74659641,74659842,74659949,74660839,652
chr11,74660000,74665000,chr11,74700000,74705000,7,4.97702288952201e-25,0.917,74659949,74660839,74701239,74701431,40941
chr11,74810000,74815000,chr11,74815000,74820000,14,5.19954949955099e-60,0.998,74811330,74811624,74816498,74816740,5142
chr11,74915000,74920000,chr11,74925000,74930000,9,6.89857483513708e-35,0.996,74916031,74916180,74925492,74925688,9484
chr11,74950000,74955000,chr11,74955000,74960000,20,5.90425563890204e-86,1,74952424,74952980,74959731,74959919,7123
chr11,75020000,75025000,chr11,75025000,75030000,19,4.43187854987316e-81,1,75024500,75024692,75024966,75025148,461
chr11,75025000,75030000,chr11,75035000,75040000,9,2.14036100154378e-35,0.993,75024966,75025148,75039789,75040006,14840
chr11,75155000,75160000,chr11,75160000,75165000,15,1.42310932993385e-64,1,75156474,75156639,75162595,75162777,6129
chr11,75275000,75280000,chr11,75290000,75295000,8,2.44905497494002e-31,0.98,75275113,75275532,75294114,75294247,18858
chr11,75290000,75295000,chr11,75295000,75300000,18,8.58323585192031e-71,1,75294114,75294247,75295501,75295672,1406
chr11,75295000,75300000,chr11,75300000,75305000,23,9.35023098941459e-96,1,75295501,75295672,75300911,75301242,5490
chr11,75295000,75300000,chr11,75305000,75310000,18,1.44041010395594e-69,1,75295501,75295672,75308754,75309031,13306
chr11,75300000,75305000,chr11,75305000,75310000,27,2.8906067089735e-115,1,75300911,75301242,75308754,75309031,7816
chr11,75455000,75460000,chr11,75465000,75470000,7,1.95043978121352e-28,0.914,75459553,75459702,75468616,75468847,9104
chr11,76490000,76495000,chr11,76510000,76515000,10,8.00467982230149e-40,0.998,76493911,76494523,76510288,76510555,16204
chr11,76535000,76540000,chr11,76540000,76545000,12,4.55024484628671e-49,0.97,76535183,76535535,76541182,76541369,5916
chr11,76540000,76545000,chr11,76545000,76550000,30,1.24342780038658e-125,1,76541182,76541369,76547235,76547460,6072
chr11,76540000,76545000,chr11,76560000,76565000,7,1.18029257319677e-25,0.931,76541182,76541369,76560338,76560535,19161
chr11,76545000,76550000,chr11,76570000,76575000,7,7.3263660160526e-26,0.938,76547235,76547460,76571353,76572144,24401
chr11,76560000,76565000,chr11,76570000,76575000,12,7.20462299047563e-46,1,76560338,76560535,76571353,76572144,11312
chr11,77350000,77355000,chr11,77355000,77360000,17,3.39165644438917e-71,1,77353792,77353969,77356087,77356270,2298
chr11,77760000,77765000,chr11,77765000,77770000,23,1.18541525227595e-95,1,77761467,77761680,77767240,77767392,5742
chr11,82750000,82755000,chr11,82780000,82785000,7,6.38511543808099e-27,0.938,82750670,82750990,82782697,82783527,32282
chr11,85325000,85330000,chr11,85335000,85340000,9,1.22305486015812e-37,0.994,85325541,85325731,85339218,85339913,13929
chr11,85775000,85780000,chr11,85790000,85795000,11,2.47485687894477e-42,0.999,85779149,85779385,85791540,85791748,12377
chr11,85790000,85795000,chr11,85800000,85805000,8,4.33436123743039e-30,0.956,85791540,85791748,85802732,85802934,11189
chr11,85845000,85850000,chr11,85850000,85855000,38,3.27697380240314e-153,1,85847067,85847265,85854355,85855011,7517
chr11,85845000,85850000,chr11,85855000,85860000,18,2.8530332703367e-68,1,85847067,85847265,85856877,85857058,9801
chr11,85850000,85855000,chr11,85855000,85860000,37,2.52749323124734e-147,1,85854355,85855011,85856877,85857058,2284
chr11,85850000,85855000,chr11,85880000,85885000,7,3.87100377972493e-24,0.929,85854355,85855011,85884036,85884202,29436
chr11,85850000,85855000,chr11,85885000,85890000,7,1.09329287269751e-23,0.913,85854355,85855011,85887691,85887839,33082
chr11,85855000,85860000,chr11,85885000,85890000,11,3.34714155105248e-39,0.999,85856877,85857058,85887691,85887839,30797
chr11,85880000,85885000,chr11,85885000,85890000,24,4.35164712853511e-93,1,85884036,85884202,85887691,85887839,3646
chr11,85885000,85890000,chr11,85900000,85905000,10,3.59090592960565e-36,0.996,85887691,85887839,85904609,85904847,16963
chr11,85885000,85890000,chr11,85910000,85915000,8,8.94517937969331e-28,0.972,85887691,85887839,85913172,85913328,25485
chr11,85900000,85905000,chr11,85910000,85915000,14,1.68880908292636e-52,1,85904609,85904847,85913172,85913328,8522
chr11,85910000,85915000,chr11,85925000,85930000,12,1.82189266938853e-42,0.999,85913172,85913328,85929559,85930035,16547
chr11,85910000,85915000,chr11,85955000,85960000,7,5.88255179588431e-25,0.912,85913172,85913328,85955740,85956442,42841
chr11,85925000,85930000,chr11,85945000,85950000,7,3.91099693262441e-24,0.921,85929559,85930035,85948632,85948879,18958
chr11,85945000,85950000,chr11,85950000,85955000,29,1.32285054262931e-119,1,85948632,85948879,85951276,85951442,2603
chr11,85950000,85955000,chr11,85955000,85960000,18,1.18908522746135e-71,1,85951276,85951442,85955740,85956442,4732
chr11,8700000,8705000,chr11,8705000,8710000,18,6.16921401118932e-72,1,8703989,8704672,8709490,8709999,5414
chr11,8705000,8710000,chr11,8710000,8715000,16,3.87104686545494e-64,0.999,8709490,8709999,8710171,8710855,768
chr11,9080000,9085000,chr11,9090000,9095000,9,1.59922742171614e-36,0.991,9082172,9082401,9090025,9090200,7826
chr11,9090000,9095000,chr11,9095000,9100000,18,8.27318767744203e-77,1,9090025,9090200,9096051,9096183,6004
chr11,9380000,9385000,chr11,9385000,9390000,26,7.91310720719167e-106,1,9383890,9384035,9385679,9386344,2049
chr11,9570000,9575000,chr11,9590000,9595000,10,8.99108036363907e-37,0.996,9573342,9573867,9590894,9591101,17393
chr11,95815000,95820000,chr11,95825000,95830000,11,5.21139240910809e-44,1,95815618,95815826,95829069,95829257,13441
chr11,95815000,95820000,chr11,95845000,95850000,7,2.60505318448397e-26,0.947,95815618,95815826,95845415,95845585,29778
chr11,96050000,96055000,chr11,96055000,96060000,21,3.13659586071767e-87,1,96051969,96052420,96056823,96057050,4742
chr11,96055000,96060000,chr11,96070000,96075000,11,1.07611364286584e-42,1,96056823,96057050,96074463,96074747,17668
chr12,104355000,104360000,chr12,104365000,104370000,9,3.42808356529536e-36,0.987,104359125,104360264,104369119,104369402,9566
chr12,104770000,104775000,chr12,104775000,104780000,11,5.64462408004369e-47,0.967,104771242,104771493,104775701,104775887,4426
chr12,104790000,104795000,chr12,104800000,104805000,9,9.35629038097116e-38,0.99,104793926,104794133,104802430,104802673,8522
chr12,104970000,104975000,chr12,104990000,104995000,7,1.37675428301999e-27,0.941,104970840,104970992,104992676,104993250,22047
chr12,105105000,105110000,chr12,105115000,105120000,8,9.24807343495439e-32,0.967,105106205,105106418,105118724,105119061,12581
chr12,105125000,105130000,chr12,105140000,105145000,7,3.60695678264627e-27,0.928,105127544,105127814,105143479,105143621,15871
chr12,107370000,107375000,chr12,107375000,107380000,27,5.14079667004819e-120,1,107372358,107372541,107378381,107378663,6072
chr12,107375000,107380000,chr12,107380000,107385000,15,1.0490942293583e-62,1,107378381,107378663,107380503,107381083,2271
chr12,108510000,108515000,chr12,108515000,108520000,31,1.32474983392601e-129,1,108513094,108513317,108517119,108517525,4116
chr12,108870000,108875000,chr12,108875000,108880000,31,5.35621005548292e-134,1,108871317,108871839,108879317,108879502,7831
chr12,109990000,109995000,chr12,109995000,110000000,12,2.76002298203596e-51,0.992,109993546,109993814,109999930,110000069,6319
chr12,110010000,110015000,chr12,110015000,110020000,12,2.75675250838498e-49,0.976,110010750,110011410,110019427,110019559,8413
chr12,110335000,110340000,chr12,110345000,110350000,11,6.28507492079416e-43,1,110337668,110338409,110348770,110349080,10886
chr12,110495000,110500000,chr12,110515000,110520000,10,5.43651723236837e-37,0.999,110498009,110498230,110517185,110518161,19553
chr12,110515000,110520000,chr12,110530000,110535000,9,7.46074540820214e-33,0.99,110517185,110518161,110533716,110534033,16201
chr12,110775000,110780000,chr12,110790000,110795000,7,1.55959461281268e-26,0.943,110776682,110776871,110791969,110792174,15295
chr12,111255000,111260000,chr12,111260000,111265000,11,5.61758814679741e-46,0.904,111258089,111258249,111264465,111264767,6447
chr12,111330000,111335000,chr12,111340000,111345000,8,1.35963172781303e-31,0.959,111332191,111332460,111342273,111342493,10057
chr12,111735000,111740000,chr12,111740000,111745000,11,5.4941168595156e-46,0.918,111736715,111736874,111742406,111742620,5718
chr12,111780000,111785000,chr12,111790000,111795000,10,3.62650505057227e-41,0.999,111780936,111781182,111792401,111792654,11468
chr12,111825000,111830000,chr12,111830000,111835000,17,5.76379425298098e-70,0.998,111829129,111829242,111834740,111835048,5708
chr12,111875000,111880000,chr12,111880000,111885000,15,2.27764541170885e-63,1,111875665,111875942,111883691,111884018,8051
chr12,112210000,112215000,chr12,112215000,112220000,21,1.07191139332019e-87,1,112213418,112213706,112219044,112219406,5663
chr12,112845000,112850000,chr12,112855000,112860000,10,2.01894236257066e-36,0.999,112846874,112847557,112856054,112857444,9533
chr12,113900000,113905000,chr12,113905000,113910000,17,6.46779356127258e-76,1,113903049,113903269,113905901,113906045,2814
chr12,114175000,114180000,chr12,114180000,114185000,36,9.90387522815492e-158,1,114178538,114178852,114184869,114185083,6281
chr12,114210000,114215000,chr12,114215000,114220000,13,9.9561469810021e-55,0.99,114211179,114211803,114219167,114219443,7814
chr12,114370000,114375000,chr12,114390000,114395000,7,5.93520326624551e-28,0.95,114371401,114371564,114393033,114393175,21621
chr12,116925000,116930000,chr12,116930000,116935000,26,5.53292703347966e-104,1,116926164,116926387,116930753,116931025,4613
chr12,116980000,116985000,chr12,116990000,116995000,9,2.92554867189176e-34,0.987,116980376,116980799,116994290,116994437,13776
chr12,117585000,117590000,chr12,117590000,117595000,12,6.93476980745113e-50,0.972,117588918,117589198,117593081,117593278,4121
chr12,118450000,118455000,chr12,118455000,118460000,17,3.41019523348763e-67,1,118454300,118455149,118459833,118460167,5275
chr12,118455000,118460000,chr12,118460000,118465000,19,6.08308253509354e-79,1,118459833,118460167,118459833,118460167,0
chr12,120095000,120100000,chr12,120110000,120115000,10,1.89317479445047e-39,0.999,120099821,120100044,120110035,120110259,10214
chr12,120660000,120665000,chr12,120680000,120685000,7,3.12316156853811e-25,0.936,120663936,120664116,120680210,120680399,16278
chr12,120735000,120740000,chr12,120740000,120745000,14,1.41857470268799e-53,0.997,120739484,120739774,120739964,120740204,455
chr12,120735000,120740000,chr12,120750000,120755000,9,2.51998546718621e-33,0.993,120739484,120739774,120754849,120755000,15295
chr12,120735000,120740000,chr12,120755000,120760000,8,2.52829754935656e-29,0.987,120739484,120739774,120755070,120755481,15646
chr12,120740000,120745000,chr12,120750000,120755000,12,1.09132677418675e-47,1,120739964,120740204,120754849,120755000,14840
chr12,120790000,120795000,chr12,120795000,120800000,14,3.2185404830776e-57,0.998,120794407,120794599,120799372,120799552,4959
chr12,120925000,120930000,chr12,120930000,120935000,35,2.84267130015663e-146,1,120925479,120925679,120933476,120934038,8178
chr12,121055000,121060000,chr12,121060000,121065000,17,1.84413792340258e-71,1,121055677,121055834,121063478,121063930,7948
chr12,121080000,121085000,chr12,121085000,121090000,22,1.33283676934809e-90,1,121084806,121085026,121087095,121087267,2265
chr12,121440000,121445000,chr12,121450000,121455000,7,2.53830844711558e-28,0.902,121443184,121443372,121453637,121454678,10879
chr12,121450000,121455000,chr12,121455000,121460000,21,2.85308431704864e-85,1,121453637,121454678,121455848,121456214,1873
chr12,121615000,121620000,chr12,121620000,121625000,11,3.59007674722061e-46,0.903,121619149,121619327,121623817,121624000,4670
chr12,122325000,122330000,chr12,122330000,122335000,28,2.0966894640343e-114,1,122326294,122327245,122331057,122331379,4448
chr12,123370000,123375000,chr12,123375000,123380000,31,1.48402682945613e-126,1,123373057,123373369,123379220,123379622,6208
chr12,123375000,123380000,chr12,123380000,123385000,26,2.16535179561738e-108,1,123379220,123379622,123380302,123380823,1141
chr12,123610000,123615000,chr12,123635000,123640000,8,1.63225344327512e-32,0.987,123611061,123611396,123635410,123635805,24379
chr12,125075000,125080000,chr12,125080000,125085000,20,1.25312302110456e-87,1,125078352,125078551,125080044,125080217,1679
chr12,125125000,125130000,chr12,125150000,125155000,7,2.41838661193093e-26,0.934,125125451,125125704,125151313,125151543,25850
chr12,125150000,125155000,chr12,125160000,125165000,8,2.19419331985687e-33,0.959,125151313,125151543,125164686,125164923,13376
chr12,125190000,125195000,chr12,125200000,125205000,8,1.82728992772688e-32,0.973,125192483,125192599,125200083,125200312,7656
chr12,125190000,125195000,chr12,125210000,125215000,8,2.10705757515679e-31,0.983,125192483,125192599,125211912,125212044,19437
chr12,125200000,125205000,chr12,125210000,125215000,8,1.95105423196425e-31,0.966,125200083,125200312,125211912,125212044,11780
chr12,125210000,125215000,chr12,125215000,125220000,17,1.62806530629839e-70,1,125211912,125212044,125218979,125219202,7112
chr12,125220000,125225000,chr12,125250000,125255000,8,8.7446674814461e-32,0.987,125221838,125222047,125251601,125251802,29759
chr12,125360000,125365000,chr12,125365000,125370000,11,4.29756569673373e-46,0.931,125362058,125362188,125367939,125368209,5951
chr12,125380000,125385000,chr12,125385000,125390000,19,4.74677373424734e-81,1,125383089,125383307,125389369,125389598,6285
chr12,125420000,125425000,chr12,125425000,125430000,16,2.57385903782111e-64,0.999,125424414,125425017,125425115,125425574,629
chr12,125565000,125570000,chr12,125575000,125580000,12,2.16925112365922e-47,1,125567616,125567901,125577698,125577859,10020
chr12,127390000,127395000,chr12,127395000,127400000,12,3.96654488436552e-50,0.991,127392432,127393146,127399867,127400050,7169
chr12,127540000,127545000,chr12,127545000,127550000,11,1.24288797898625e-47,0.92,127544695,127545294,127548293,127548471,3387
chr12,131840000,131845000,chr12,131845000,131850000,13,1.79217868048736e-55,0.996,131842615,131842782,131847183,131847416,4601
chr12,131920000,131925000,chr12,131935000,131940000,7,3.40530472796317e-31,0.969,131923444,131923695,131939358,131939558,15888
chr12,132185000,132190000,chr12,132195000,132200000,16,1.32740672764041e-64,1,132186406,132186590,132195186,132196028,9109
chr12,133185000,133190000,chr12,133190000,133195000,14,2.7188077895669e-60,0.996,133188473,133188608,133191570,133191736,3112
chr12,14415000,14420000,chr12,14425000,14430000,8,5.10091804295985e-34,0.97,14417369,14417613,14428970,14429094,11541
chr12,14535000,14540000,chr12,14545000,14550000,7,8.93269472117289e-30,0.925,14537789,14538423,14547401,14547617,9403
chr12,195000,200000,chr12,210000,215000,7,1.08358325228824e-29,0.925,197079,197236,212472,212637,15397
chr12,22195000,22200000,chr12,22200000,22205000,15,1.29902680204913e-66,1,22198936,22200032,22201246,22201560,1919
chr12,28160000,28165000,chr12,28165000,28170000,16,1.0830382984264e-68,1,28163911,28164099,28165305,28165540,1417
chr12,28165000,28170000,chr12,28175000,28180000,10,1.87113483172456e-40,0.998,28165305,28165540,28176369,28176620,11072
chr12,28285000,28290000,chr12,28295000,28300000,10,2.82390878278396e-41,0.998,28288791,28289300,28297120,28297345,8187
chr12,31865000,31870000,chr12,31870000,31875000,16,5.61356364879116e-68,0.999,31868151,31868804,31871610,31872146,3400
chr12,31870000,31875000,chr12,31875000,31880000,21,2.83574106650949e-88,1,31871610,31872146,31876473,31876766,4741
chr12,32170000,32175000,chr12,32175000,32180000,13,9.19071852613475e-56,0.995,32173837,32174459,32175449,32175641,1397
chr12,32175000,32180000,chr12,32185000,32190000,13,2.40910759328018e-52,1,32175449,32175641,32189541,32189693,14072
chr12,32180000,32185000,chr12,32185000,32190000,18,5.28450616553098e-76,1,32184135,32184471,32189541,32189693,5314
chr12,34490000,34495000,chr12,34495000,34500000,15,1.77413462792386e-70,0.999,34489987,34490116,34499587,34499817,9650
chr12,42485000,42490000,chr12,42490000,42495000,13,2.38063300912791e-57,0.991,42488118,42488314,42491750,42492033,3675
chr12,44200000,44205000,chr12,44225000,44230000,7,4.02738914059112e-28,0.968,44199545,44200521,44229478,44229964,29688
chr12,48100000,48105000,chr12,48110000,48115000,10,2.92958475586304e-40,0.997,48101214,48101437,48111698,48111910,10478
chr12,48110000,48115000,chr12,48120000,48125000,8,4.07575105984381e-32,0.966,48111698,48111910,48120846,48120983,9110
chr12,48120000,48125000,chr12,48135000,48140000,8,4.50398993231603e-30,0.973,48120846,48120983,48136047,48136254,15236
chr12,49280000,49285000,chr12,49295000,49300000,8,1.67865783324767e-30,0.972,49284536,49284727,49297763,49297993,13246
chr12,49445000,49450000,chr12,49455000,49460000,12,6.68108273656357e-46,1,49449844,49450146,49457434,49457955,7699
chr12,50055000,50060000,chr12,50065000,50070000,17,1.27044811381007e-67,1,50056675,50056962,50067309,50067648,10660
chr12,50430000,50435000,chr12,50440000,50445000,8,2.58255289620606e-33,0.967,50433068,50433306,50444554,50444813,11496
chr12,50430000,50435000,chr12,50445000,50450000,7,2.47698173531927e-27,0.93,50433068,50433306,50449616,50449841,16541
chr12,50460000,50465000,chr12,50465000,50470000,15,2.40840320158469e-63,0.999,50464399,50464533,50469020,50469203,4645
chr12,50615000,50620000,chr12,50625000,50630000,15,5.89500390970659e-58,1,50616276,50616488,50628169,50628423,11914
chr12,50615000,50620000,chr12,50640000,50645000,13,4.96222446915212e-49,1,50616276,50616488,50641038,50641335,24804
chr12,50625000,50630000,chr12,50640000,50645000,7,6.65068208313039e-26,0.916,50628169,50628423,50641038,50641335,12890
chr12,50975000,50980000,chr12,50980000,50985000,25,1.50226257465673e-104,1,50977972,50978238,50983684,50983979,5726
chr12,50980000,50985000,chr12,51005000,51010000,9,2.38348674189312e-31,0.996,50983684,50983979,51007952,51008199,24244
chr12,51295000,51300000,chr12,51305000,51310000,7,4.3450234708758e-29,0.901,51296144,51296347,51305589,51305728,9413
chr12,51295000,51300000,chr12,51330000,51335000,7,7.85939903204488e-27,0.939,51296144,51296347,51331523,51331740,35386
chr12,51305000,51310000,chr12,51330000,51335000,7,7.58883496761987e-28,0.946,51305589,51305728,51331523,51331740,25973
chr12,51420000,51425000,chr12,51440000,51445000,9,2.42021644637114e-34,0.994,51419516,51420517,51441497,51442515,21989
chr12,51625000,51630000,chr12,51630000,51635000,27,2.19611335487415e-113,1,51627323,51627445,51632409,51633231,5436
chr12,51795000,51800000,chr12,51815000,51820000,7,1.77368798194019e-27,0.964,51797039,51797255,51818856,51819021,21791
chr12,51980000,51985000,chr12,51985000,51990000,13,3.71423568184966e-56,0.992,51984532,51984779,51984888,51985242,409
chr12,52275000,52280000,chr12,52280000,52285000,28,1.25836926465336e-119,1,52279779,52279909,52283728,52283954,3997
chr12,52315000,52320000,chr12,52320000,52325000,28,3.84262399596891e-120,1,52317273,52317458,52320629,52320750,3324
chr12,52545000,52550000,chr12,52550000,52555000,12,4.50130571887106e-53,0.98,52545968,52546117,52550596,52550845,4678
chr12,52550000,52555000,chr12,52555000,52560000,12,3.56998967815352e-52,0.973,52550596,52550845,52557763,52557911,7116
chr12,53505000,53510000,chr12,53510000,53515000,14,8.25622029239144e-58,0.998,53509460,53509694,53514573,53514739,5079
chr12,53590000,53595000,chr12,53595000,53600000,14,4.3790993639393e-58,0.998,53594709,53594862,53599550,53599705,4842
chr12,53610000,53615000,chr12,53685000,53690000,8,5.72258988967607e-32,0.911,53614865,53615128,53689144,53689690,74420
chr12,53720000,53725000,chr12,53735000,53740000,7,2.09038193784222e-25,0.917,53720692,53720921,53739040,53739284,18355
chr12,53755000,53760000,chr12,53760000,53765000,19,3.82667178774525e-80,1,53759805,53759962,53760372,53760607,606
chr12,54010000,54015000,chr12,54015000,54020000,19,4.53166110175385e-84,1,54013410,54013672,54019602,54019837,6178
chr12,54015000,54020000,chr12,54020000,54025000,25,4.07174081026139e-101,1,54019602,54019837,54020156,54020381,549
chr12,54015000,54020000,chr12,54065000,54070000,8,3.45612720762215e-28,0.963,54019602,54019837,54069090,54070168,49909
chr12,54095000,54100000,chr12,54140000,54145000,15,4.16261138182964e-58,1,54095633,54095828,54140426,54140683,44824
chr12,54595000,54600000,chr12,54605000,54610000,11,1.23703518049808e-42,1,54595173,54595369,54608466,54608854,13389
chr12,54670000,54675000,chr12,54675000,54680000,23,1.00682405497853e-90,1,54673095,54675419,54679735,54680042,5631
chr12,54670000,54675000,chr12,54720000,54725000,8,7.85475355928721e-27,0.946,54673095,54675419,54719975,54720055,45758
chr12,54670000,54675000,chr12,54730000,54735000,13,2.44821745048952e-47,0.999,54673095,54675419,54731295,54731520,57150
chr12,54675000,54680000,chr12,54690000,54695000,8,8.3622373820049e-29,0.979,54679735,54680042,54694558,54695027,14904
chr12,54690000,54695000,chr12,54695000,54700000,13,4.78057053333453e-51,0.992,54694558,54695027,54698009,54698511,3467
chr12,54690000,54695000,chr12,54700000,54705000,14,1.82855879733768e-49,1,54694558,54695027,54700881,54701302,6299
chr12,54695000,54700000,chr12,54700000,54705000,16,6.30166473078794e-65,0.999,54698009,54698511,54700881,54701302,2831
chr12,54700000,54705000,chr12,54720000,54725000,8,2.27113363789418e-27,0.964,54700881,54701302,54719975,54720055,18923
chr12,54720000,54725000,chr12,54730000,54735000,13,3.23510099541347e-48,1,54719975,54720055,54731295,54731520,11392
chr12,54770000,54775000,chr12,54775000,54780000,16,8.74185394666308e-66,1,54773426,54773718,54777157,54777321,3667
chr12,56040000,56045000,chr12,56050000,56055000,8,5.70433432342342e-32,0.96,56039959,56040543,56050252,56050412,10081
chr12,56105000,56110000,chr12,56110000,56115000,15,2.5704771426053e-62,0.999,56109700,56110002,56111379,56111561,1619
chr12,56105000,56110000,chr12,56115000,56120000,9,7.17638162901897e-35,0.99,56109700,56110002,56118488,56118681,8733
chr12,56110000,56115000,chr12,56115000,56120000,27,4.8922258777778e-120,1,56111379,56111561,56118488,56118681,7114
chr12,56325000,56330000,chr12,56330000,56335000,29,2.07743538860608e-120,1,56325724,56325899,56334068,56334311,8378
chr12,56325000,56330000,chr12,56335000,56340000,16,2.03959841751759e-63,1,56325724,56325899,56336633,56336784,10897
chr12,56330000,56335000,chr12,56335000,56340000,31,8.99818586755583e-126,1,56334068,56334311,56336633,56336784,2519
chr12,56335000,56340000,chr12,56360000,56365000,9,1.02550219225417e-32,0.993,56336633,56336784,56360487,56360723,23896
chr12,56390000,56395000,chr12,56400000,56405000,9,8.8458715287862e-36,0.99,56390602,56391189,56400941,56401309,10229
chr12,56390000,56395000,chr12,56435000,56440000,8,6.02615569287757e-30,0.961,56390602,56391189,56435173,56436198,44790
chr12,56400000,56405000,chr12,56410000,56415000,8,4.15570056474842e-31,0.943,56400941,56401309,56414489,56414811,13525
chr12,56495000,56500000,chr12,56505000,56510000,8,4.27689340101288e-30,0.958,56497692,56498497,56509743,56509893,11723
chr12,56660000,56665000,chr12,56690000,56695000,11,6.74104355685463e-43,0.998,56660482,56660994,56693668,56695240,33716
chr12,56690000,56695000,chr12,56705000,56710000,7,1.00270138556218e-25,0.915,56693668,56695240,56708934,56709794,14910
chr12,56705000,56710000,chr12,56710000,56715000,12,6.45656867007478e-49,0.979,56708934,56709794,56709843,56710356,735
chr12,56725000,56730000,chr12,56750000,56755000,14,1.23457397049901e-55,1,56727168,56728063,56753758,56754655,26591
chr12,56730000,56735000,chr12,56750000,56755000,11,3.33250586639082e-42,0.999,56730560,56730766,56753758,56754655,23543
chr12,56750000,56755000,chr12,56760000,56765000,9,3.96500444897492e-35,0.99,56753758,56754655,56761168,56761305,7030
chr12,56790000,56795000,chr12,56830000,56835000,8,6.46366548273054e-30,0.961,56792693,56792846,56831371,56831592,38712
chr12,56830000,56835000,chr12,56840000,56845000,18,1.13755441159234e-69,1,56831371,56831592,56842745,56843314,11548
chr12,56830000,56835000,chr12,56855000,56860000,8,9.30292360536941e-30,0.977,56831371,56831592,56858181,56858354,26786
chr12,57035000,57040000,chr12,57040000,57045000,19,4.21434268947495e-77,1,57038919,57039933,57039944,57040275,683
chr12,57085000,57090000,chr12,57095000,57100000,8,2.72646553499833e-31,0.968,57089270,57089399,57098362,57098638,9165
chr12,57395000,57400000,chr12,57400000,57405000,12,6.51414956318624e-47,0.977,57395260,57395464,57400115,57400381,4886
chr12,57460000,57465000,chr12,57470000,57475000,9,4.84273516127767e-34,0.984,57463330,57463486,57472156,57472808,9074
chr12,57460000,57465000,chr12,57500000,57505000,7,4.11858285802248e-26,0.938,57463330,57463486,57504258,57504446,40944
chr12,57470000,57475000,chr12,57500000,57505000,7,1.23522981853534e-25,0.946,57472156,57472808,57504258,57504446,31870
chr12,57495000,57500000,chr12,57500000,57505000,16,6.88952052500256e-67,0.999,57496050,57496471,57504258,57504446,8091
chr12,57620000,57625000,chr12,57630000,57635000,29,4.18688784824642e-116,1,57623263,57623578,57632894,57633104,9578
chr12,57620000,57625000,chr12,57640000,57645000,11,1.57615036204829e-40,1,57623263,57623578,57643183,57643402,19872
chr12,57630000,57635000,chr12,57640000,57645000,8,4.76227036050705e-30,0.96,57632894,57633104,57643183,57643402,10293
chr12,57930000,57935000,chr12,57935000,57940000,43,1.22092838503604e-182,1,57932991,57933408,57939874,57940110,6792
chr12,57980000,57985000,chr12,57985000,57990000,14,6.10459046766717e-57,0.997,57984737,57985205,57985403,57985673,567
chr12,57985000,57990000,chr12,58000000,58005000,9,4.83487842101073e-36,0.992,57985403,57985673,58003047,58003472,17721
chr12,58005000,58010000,chr12,58015000,58020000,12,9.60964717369572e-48,1,58005016,58005417,58015526,58015724,10408
chr12,58085000,58090000,chr12,58125000,58130000,8,6.67484273508304e-28,0.975,58087651,58088353,58129704,58129984,41842
chr12,58120000,58125000,chr12,58125000,58130000,18,1.46822396988175e-73,1,58121567,58121738,58129704,58129984,8191
chr12,58120000,58125000,chr12,58130000,58135000,9,7.82638487194382e-37,0.992,58121567,58121738,58132786,58132943,11212
chr12,58125000,58130000,chr12,58130000,58135000,21,8.49266634149481e-89,1,58129704,58129984,58132786,58132943,3020
chr12,58130000,58135000,chr12,58135000,58140000,16,3.71783937304812e-69,1,58132786,58132943,58138304,58138480,5527
chr12,58200000,58205000,chr12,58210000,58215000,10,7.78429407499943e-41,0.999,58204440,58204614,58210502,58210733,6090
chr12,58230000,58235000,chr12,58240000,58245000,9,1.26447732449226e-34,0.99,58230600,58230931,58240065,58240654,9594
chr12,58240000,58245000,chr12,58255000,58260000,8,1.09283192040874e-31,0.974,58240065,58240654,58258906,58259288,18737
chr12,58320000,58325000,chr12,58325000,58330000,11,2.6988304809761e-45,0.934,58320968,58321156,58329604,58330178,8829
chr12,60535000,60540000,chr12,60540000,60545000,15,7.50030511809995e-69,1,60538345,60538619,60541853,60542102,3495
