chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1
chr14,98295000,98300000,chr14,98300000,98305000,2,2.78516631744868e-09,0
chr17,20455000,20460000,chr17,20460000,20465000,2,2.10342767844089e-11,0
chr16,26185000,26190000,chr16,26190000,26195000,2,3.8045679149719e-10,0
chr6,153520000,153525000,chr6,153525000,153530000,3,6.10492284472701e-13,0
chr2,127230000,127235000,chr2,127235000,127240000,1,3.29772482983601e-05,0
chr18,31275000,31280000,chr18,31280000,31285000,2,1.29973720882702e-09,0
chr21,25615000,25620000,chr21,25620000,25625000,1,6.08452294284641e-05,0
chr11,68495000,68500000,chr11,68500000,68505000,3,1.88183593332901e-13,0
chr7,86925000,86930000,chr7,86930000,86935000,2,4.4011788330876e-09,0
chr3,89780000,89785000,chr3,89785000,89790000,2,8.14759380064862e-10,0
chr4,93840000,93845000,chr4,93845000,93850000,2,4.21496867582911e-09,0
chr5,144990000,144995000,chr5,144995000,145000000,1,0.000100523125000493,0
chr5,135100000,135105000,chr5,135105000,135110000,2,1.65150213403964e-10,0
chr18,5475000,5480000,chr18,5480000,5485000,3,2.32607551627835e-14,0
chr14,86950000,86955000,chr14,86955000,86960000,1,1.27374985308421e-05,0
chr14,42040000,42045000,chr14,42045000,42050000,2,2.19701795638412e-09,0
chr11,41675000,41680000,chr11,41680000,41685000,1,1.69647550171761e-05,0
chr11,97290000,97295000,chr11,97295000,97300000,2,8.77226781843017e-10,0
chr11,3580000,3585000,chr11,3585000,3590000,1,8.49434465380039e-06,0
chr16,50590000,50595000,chr16,50600000,50605000,1,0.000273586993127097,0
chr6,156215000,156220000,chr6,156225000,156230000,1,0.000421490461946276,0
chr18,75475000,75480000,chr18,75480000,75485000,1,4.98576255469774e-05,0
chr4,28595000,28600000,chr4,28600000,28605000,4,3.53514370684116e-18,0
chr18,27120000,27125000,chr18,27125000,27130000,2,8.94002407182415e-10,0
chrX,125775000,125780000,chrX,125780000,125785000,2,2.70860901697696e-11,0
chr18,44390000,44395000,chr18,44395000,44400000,1,0.000131356852488068,0
chr20,15865000,15870000,chr20,15870000,15875000,2,5.03353449280933e-10,0
chr6,110580000,110585000,chr6,110585000,110590000,2,3.27550113135437e-10,0
chrX,68230000,68235000,chrX,68235000,68240000,2,1.25345169039718e-09,0
chr8,63550000,63555000,chr8,63555000,63560000,2,3.45281815977501e-09,0
chrX,128905000,128910000,chrX,128910000,128915000,1,3.47497750695541e-05,0
chrX,14560000,14565000,chrX,14565000,14570000,3,3.13094155345132e-14,0
chrX,119840000,119845000,chrX,119845000,119850000,4,8.34679971947368e-19,0
chr4,164150000,164155000,chr4,164155000,164160000,4,2.79091557117221e-16,0
chrX,35220000,35225000,chrX,35225000,35230000,1,7.2967378373147e-06,0
chr10,94885000,94890000,chr10,94890000,94895000,2,1.40319379299041e-08,0
chr4,166135000,166140000,chr4,166140000,166145000,3,2.92059148358579e-14,0
chr13,89565000,89570000,chr13,89570000,89575000,1,7.23282286469868e-05,0
chr3,130345000,130350000,chr3,130350000,130355000,1,6.74868477648935e-05,0
chr1,238515000,238520000,chr1,238520000,238525000,2,9.00722485967566e-10,0
chr20,15625000,15630000,chr20,15630000,15635000,2,4.03600209326911e-10,0
chr2,171830000,171835000,chr2,171835000,171840000,2,1.78208673184857e-09,0
chr9,11505000,11510000,chr9,11510000,11515000,1,2.43405578508083e-05,0
chr11,24470000,24475000,chr11,24475000,24480000,2,8.42855442381612e-10,0
chr7,66300000,66305000,chr7,66305000,66310000,1,0.000102672060777855,0
chr3,12115000,12120000,chr3,12120000,12125000,2,8.21292053899266e-09,0
chr21,31355000,31360000,chr21,31360000,31365000,3,3.14621153586928e-15,0
chr11,106665000,106670000,chr11,106670000,106675000,2,6.76618731202743e-10,0
chr22,48645000,48650000,chr22,48650000,48655000,2,1.32870754592526e-10,0
chr5,178420000,178425000,chr5,178425000,178430000,1,4.10903713975487e-05,0
chr4,138370000,138375000,chr4,138375000,138380000,2,9.70467749957478e-09,0
chr4,68335000,68340000,chr4,68340000,68345000,2,5.52655371770368e-09,0
chr5,95500000,95505000,chr5,95505000,95510000,1,5.77087761451205e-05,0
chr5,160965000,160970000,chr5,160970000,160975000,1,2.72829178724505e-05,0
chr17,50410000,50415000,chr17,50415000,50420000,2,1.89838032610763e-09,0
chrX,38400000,38405000,chrX,38405000,38410000,2,7.46827262316338e-10,0
chr5,31010000,31015000,chr5,31015000,31020000,1,3.77198312555131e-05,0
chr13,94740000,94745000,chr13,94745000,94750000,3,6.15276495975999e-14,0
chr4,59180000,59185000,chr4,59185000,59190000,1,6.30498600868453e-05,0
chr6,38715000,38720000,chr6,38720000,38725000,2,6.09286591672415e-09,0
chr3,156905000,156910000,chr3,156910000,156915000,2,1.08161232185336e-08,0
chr18,25740000,25745000,chr18,25745000,25750000,1,6.32877675227186e-05,0
chr3,159835000,159840000,chr3,159840000,159845000,2,6.90867940027752e-09,0
chr6,154890000,154895000,chr6,154905000,154910000,1,0.000322521789485023,0
chr4,63025000,63030000,chr4,63030000,63035000,1,3.10104123301712e-05,0
chr5,30700000,30705000,chr5,30705000,30710000,2,1.08724469814165e-10,0
chr4,72725000,72730000,chr4,72730000,72735000,1,7.81806576589802e-05,0
chr6,154055000,154060000,chr6,154060000,154065000,3,2.8505322225492e-12,0
chr12,59855000,59860000,chr12,59860000,59865000,1,3.40241170046521e-05,0
chr18,50755000,50760000,chr18,50760000,50765000,1,4.90130251298346e-05,0
chr12,97505000,97510000,chr12,97510000,97515000,1,4.53966956965118e-05,0
chrX,97525000,97530000,chrX,97530000,97535000,1,9.26366703538313e-06,0
chr2,103685000,103690000,chr2,103695000,103700000,1,5.69395259609823e-05,0
chr2,67020000,67025000,chr2,67025000,67030000,1,1.94194021451757e-05,0
chr8,113530000,113535000,chr8,113535000,113540000,1,4.11577787927539e-05,0
chr17,73720000,73725000,chr17,73725000,73730000,2,1.25106440330981e-08,0
chr8,60645000,60650000,chr8,60650000,60655000,2,2.85080029996676e-09,0
chr2,152125000,152130000,chr2,152130000,152135000,2,8.81407860278923e-09,0
chr3,176420000,176425000,chr3,176425000,176430000,1,2.38964283521356e-05,0
chr13,88965000,88970000,chr13,88970000,88975000,1,4.35171414663136e-05,0
chr14,26685000,26690000,chr14,26690000,26695000,3,2.29844177178165e-14,0
chr5,152330000,152335000,chr5,152335000,152340000,2,1.0086302545548e-09,0
chr4,104405000,104410000,chr4,104410000,104415000,1,8.35889256163325e-05,0
chr3,70320000,70325000,chr3,70325000,70330000,1,9.45321782692095e-05,0
chr2,56885000,56890000,chr2,56890000,56895000,1,5.39616516039989e-05,0
chr11,96825000,96830000,chr11,96830000,96835000,1,3.02014694847389e-05,0
chr8,48670000,48675000,chr8,48675000,48680000,1,0.000141054204774786,0
chr7,23770000,23775000,chr7,23775000,23780000,3,3.95934810387512e-13,0
chr4,6260000,6265000,chr4,6265000,6270000,2,3.96417373942928e-08,0
chr1,246720000,246725000,chr1,246725000,246730000,2,1.35603881224153e-08,0
chr5,143990000,143995000,chr5,143995000,144000000,1,5.40568229226749e-05,0
chr14,106315000,106320000,chr14,106320000,106325000,1,5.18204230837028e-05,0
chr15,87320000,87325000,chr15,87325000,87330000,2,4.24537211350635e-10,0
chr2,134820000,134825000,chr2,134825000,134830000,2,2.53967454031332e-10,0
chr12,69505000,69510000,chr12,69515000,69520000,1,0.000212886481190103,0
chr3,29100000,29105000,chr3,29105000,29110000,2,3.47596668098363e-09,0
chrX,109725000,109730000,chrX,109730000,109735000,1,2.93449392920724e-05,0
chr19,58710000,58715000,chr19,58715000,58720000,1,9.34220040007753e-05,0
chr5,20230000,20235000,chr5,20235000,20240000,2,4.79240021288249e-10,0
chr6,69210000,69215000,chr6,69215000,69220000,2,1.79242118213576e-09,0
chr3,2230000,2235000,chr3,2235000,2240000,1,6.70387866395291e-05,0
chr1,199780000,199785000,chr1,199790000,199795000,1,0.000213576185264166,0
chr7,93285000,93290000,chr7,93290000,93295000,2,2.99476570367342e-10,0
chr3,162170000,162175000,chr3,162175000,162180000,2,9.79159184820658e-09,0
chr21,18050000,18055000,chr21,18055000,18060000,3,2.43343822644225e-15,0
chr2,114100000,114105000,chr2,114105000,114110000,3,3.35792030017645e-14,0
chr3,13670000,13675000,chr3,13675000,13680000,3,6.4191673610922e-14,0
chr10,55650000,55655000,chr10,55655000,55660000,3,4.16306410504106e-15,0
chr3,128100000,128105000,chr3,128105000,128110000,2,6.65076806998206e-09,0
chr22,28555000,28560000,chr22,28560000,28565000,1,2.17987033683764e-05,0
chr1,63160000,63165000,chr1,63165000,63170000,1,1.2432156610113e-05,0
chr3,93760000,93765000,chr3,93765000,93770000,2,3.76161887668615e-09,0
chrX,84280000,84285000,chrX,84285000,84290000,4,4.99819634608965e-19,0
chr10,33205000,33210000,chr10,33210000,33215000,4,1.68180077294413e-18,0
chr13,108415000,108420000,chr13,108420000,108425000,2,1.42502209395723e-09,0
chr5,167005000,167010000,chr5,167010000,167015000,2,2.36794876661552e-08,0
chr19,53675000,53680000,chr19,53680000,53685000,1,4.13520828491379e-05,0
chr4,117175000,117180000,chr4,117180000,117185000,1,3.97818206345877e-05,0
chr5,20410000,20415000,chr5,20415000,20420000,2,1.63632986939408e-10,0
chr3,50535000,50540000,chr3,50540000,50545000,3,2.54717704475771e-14,0
chr1,105990000,105995000,chr1,105995000,106000000,1,5.57539273626422e-05,0
chr3,77660000,77665000,chr3,77665000,77670000,1,1.59416507012431e-05,0
chr16,26420000,26425000,chr16,26425000,26430000,1,1.72304440165837e-05,0
chr13,63045000,63050000,chr13,63050000,63055000,3,4.12212290417938e-13,0
chr8,116560000,116565000,chr8,116565000,116570000,1,8.77917989478373e-05,0
chr7,10000000,10005000,chr7,10005000,10010000,1,5.95684505413967e-05,0
chr4,115195000,115200000,chr4,115200000,115205000,2,1.21491406646177e-09,0
chr3,35550000,35555000,chr3,35555000,35560000,3,1.095808032959e-15,0
chr18,65385000,65390000,chr18,65390000,65395000,1,1.52080284985644e-05,0
chr11,51395000,51400000,chr11,51400000,51405000,1,1.7416822949553e-05,0
chr6,65135000,65140000,chr6,65140000,65145000,1,4.72048624013342e-05,0
chr20,38095000,38100000,chr20,38100000,38105000,2,9.545173744723e-10,0
chr3,41815000,41820000,chr3,41820000,41825000,1,2.0303708659868e-05,0
chr1,61425000,61430000,chr1,61430000,61435000,2,1.4434954847423e-08,0
chr9,136305000,136310000,chr9,136310000,136315000,3,4.70321804067166e-14,0
chrX,83225000,83230000,chrX,83230000,83235000,2,9.18338052572414e-11,0
chr14,25475000,25480000,chr14,25480000,25485000,2,1.87028468253659e-09,0
chr9,131345000,131350000,chr9,131350000,131355000,3,1.05884184334534e-13,0
chr21,29595000,29600000,chr21,29600000,29605000,2,1.2156173522666e-09,0
chrX,133935000,133940000,chrX,133940000,133945000,1,8.527404621207e-05,0
chr16,55180000,55185000,chr16,55190000,55195000,1,0.000188424205773589,0
chr4,34005000,34010000,chr4,34010000,34015000,3,1.47956151032293e-14,0
chr12,15345000,15350000,chr12,15350000,15355000,3,4.00642258271257e-13,0
chr16,50075000,50080000,chr16,50080000,50085000,2,3.26644368073562e-08,0
chr15,47135000,47140000,chr15,47140000,47145000,2,1.83089091714573e-10,0
chr11,102370000,102375000,chr11,102375000,102380000,2,8.67299772779516e-09,0
chr16,80165000,80170000,chr16,80170000,80175000,2,9.31302531713513e-11,0
chr10,132640000,132645000,chr10,132645000,132650000,2,1.67864822608712e-10,0
chr11,132510000,132515000,chr11,132515000,132520000,1,2.37497053032257e-05,0
chr2,78445000,78450000,chr2,78450000,78455000,1,9.45242492167106e-05,0
chr6,91015000,91020000,chr6,91020000,91025000,1,0.000127867986165919,0
chr20,44210000,44215000,chr20,44215000,44220000,2,4.00020609441881e-09,0
chr11,126780000,126785000,chr11,126785000,126790000,3,1.74822268208247e-13,0
chr3,85580000,85585000,chr3,85585000,85590000,1,1.83090622499953e-05,0
chr12,78290000,78295000,chr12,78295000,78300000,2,1.23938752900117e-08,0
chr1,43575000,43580000,chr1,43580000,43585000,3,9.39589821367849e-17,0
chr5,93230000,93235000,chr5,93235000,93240000,3,1.90905371260404e-12,0
chr1,232570000,232575000,chr1,232575000,232580000,1,0.000154160790843442,0
chr10,56380000,56385000,chr10,56385000,56390000,1,2.62677659918465e-05,0
chr12,33490000,33495000,chr12,33495000,33500000,3,4.30471250726734e-14,0
chrX,96935000,96940000,chrX,96940000,96945000,1,3.09311037753037e-05,0
chr16,24390000,24395000,chr16,24395000,24400000,2,9.44732075529705e-09,0
chr1,239585000,239590000,chr1,239590000,239595000,2,2.89083244619757e-10,0
chr9,132035000,132040000,chr9,132040000,132045000,3,5.54863856952037e-12,0
chr3,146775000,146780000,chr3,146780000,146785000,1,1.35028551686595e-05,0
chr5,136070000,136075000,chr5,136075000,136080000,3,6.02748418689211e-14,0
chr1,147390000,147395000,chr1,147395000,147400000,1,0.000111224157706096,0
chr6,131335000,131340000,chr6,131340000,131345000,4,4.64942227396087e-18,0
chr13,57080000,57085000,chr13,57085000,57090000,2,8.18132716061837e-10,0
chr8,115685000,115690000,chr8,115690000,115695000,2,2.31824852078093e-09,0
chr11,14975000,14980000,chr11,14980000,14985000,4,1.06808627037678e-16,0
chr1,86135000,86140000,chr1,86140000,86145000,3,3.56085801325885e-13,0
chr6,87090000,87095000,chr6,87095000,87100000,2,7.10312654004914e-09,0
chr21,40440000,40445000,chr21,40445000,40450000,2,1.55564186100064e-09,0
chr2,190935000,190940000,chr2,190940000,190945000,2,5.19141163122473e-09,0
chr2,124425000,124430000,chr2,124430000,124435000,2,1.64949317058274e-09,0
chr9,30165000,30170000,chr9,30170000,30175000,1,5.78158310564918e-05,0
chr16,11240000,11245000,chr16,11245000,11250000,2,2.86865167955664e-09,0
chrX,66340000,66345000,chrX,66345000,66350000,2,1.41724831630785e-10,0
chr8,43590000,43595000,chr8,43595000,43600000,2,1.54444530078949e-11,0
chr14,70970000,70975000,chr14,70975000,70980000,2,6.15946560997974e-10,0
chr10,91045000,91050000,chr10,91050000,91055000,3,6.06920610195788e-14,0
chr14,43540000,43545000,chr14,43545000,43550000,1,3.96707805523347e-05,0
chr15,47125000,47130000,chr15,47130000,47135000,2,7.17104135275285e-11,0
chrX,98525000,98530000,chrX,98530000,98535000,2,9.20734413671014e-11,0
chr14,82750000,82755000,chr14,82755000,82760000,2,3.29253093522184e-10,0
chr15,53585000,53590000,chr15,53590000,53595000,2,3.72301825595221e-09,0
chr7,145535000,145540000,chr7,145540000,145545000,1,5.93860464387457e-05,0
chr5,128230000,128235000,chr5,128235000,128240000,3,7.55980821723561e-13,0
chr1,74905000,74910000,chr1,74910000,74915000,2,4.25392388793676e-10,0
chr11,102770000,102775000,chr11,102775000,102780000,2,8.97816022931015e-10,0
chr1,101970000,101975000,chr1,101975000,101980000,3,6.8544067357873e-13,0
chrX,78275000,78280000,chrX,78280000,78285000,1,4.99669036672975e-06,0
chr18,5590000,5595000,chr18,5595000,5600000,1,5.42193877358034e-05,0
chr18,41365000,41370000,chr18,41370000,41375000,2,9.92576276936198e-10,0
chr3,178425000,178430000,chr3,178430000,178435000,2,7.03877923205343e-09,0
chr15,100605000,100610000,chr15,100610000,100615000,1,2.28495460202955e-05,0
chr1,102815000,102820000,chr1,102820000,102825000,3,1.10324499823554e-13,0
chr6,68445000,68450000,chr6,68450000,68455000,2,6.08948709910594e-10,0
chr5,76405000,76410000,chr5,76410000,76415000,2,6.86534581889556e-09,0
chr21,20110000,20115000,chr21,20115000,20120000,2,8.82629418903775e-10,0
chr16,50245000,50250000,chr16,50250000,50255000,2,2.03271414512426e-08,0
chr3,78680000,78685000,chr3,78685000,78690000,1,7.15748672180611e-05,0
chr18,38660000,38665000,chr18,38665000,38670000,4,4.94075610958211e-20,0
chrX,8400000,8405000,chrX,8405000,8410000,2,7.30221391580303e-11,0
chr16,31810000,31815000,chr16,31815000,31820000,2,4.275231783205e-09,0
chr5,17305000,17310000,chr5,17310000,17315000,3,1.68347020313056e-12,0
chr7,119140000,119145000,chr7,119145000,119150000,2,4.51227466620977e-10,0
chr8,1305000,1310000,chr8,1310000,1315000,2,5.66371403567426e-09,0
chr18,7120000,7125000,chr18,7125000,7130000,1,5.80061604295039e-05,0
chr2,150095000,150100000,chr2,150100000,150105000,3,3.70164259588882e-12,0
chr1,32710000,32715000,chr1,32715000,32720000,1,0.000223858597061404,0
chr10,106020000,106025000,chr10,106025000,106030000,2,3.32426762726866e-08,0
chr6,24250000,24255000,chr6,24255000,24260000,3,5.86587848544469e-13,0
chr2,116495000,116500000,chr2,116500000,116505000,1,2.66008628588774e-05,0
chrX,138395000,138400000,chrX,138400000,138405000,1,1.26899118161429e-05,0
chr4,37980000,37985000,chr4,37990000,37995000,1,0.000197165135937203,0
chr6,165290000,165295000,chr6,165295000,165300000,1,8.96354989979697e-05,0
chr6,66300000,66305000,chr6,66305000,66310000,2,4.46427510143469e-10,0
chr4,65810000,65815000,chr4,65815000,65820000,2,1.03091951078388e-09,0
chr11,32150000,32155000,chr11,32155000,32160000,3,4.16799711978315e-13,0
chr1,189650000,189655000,chr1,189655000,189660000,3,4.1575638722263e-13,0
chrX,15500000,15505000,chrX,15505000,15510000,1,4.00831759689734e-05,0
chr8,5180000,5185000,chr8,5185000,5190000,3,4.60274314814905e-15,0
chrX,87565000,87570000,chrX,87570000,87575000,2,1.58100877920563e-11,0
chr18,28775000,28780000,chr18,28785000,28790000,1,0.000309304680877629,0
chr11,95120000,95125000,chr11,95125000,95130000,1,8.73635868049081e-05,0
chr6,48180000,48185000,chr6,48185000,48190000,1,0.000121889281717298,0
chr3,122365000,122370000,chr3,122370000,122375000,2,4.81051030982304e-09,0
chr7,90170000,90175000,chr7,90175000,90180000,2,2.80290623028317e-09,0
chr5,102550000,102555000,chr5,102555000,102560000,1,0.00012323727188882,0
chr18,63285000,63290000,chr18,63290000,63295000,1,5.47388314529452e-05,0
chr5,20545000,20550000,chr5,20550000,20555000,3,1.23202270728159e-14,0
chrX,80960000,80965000,chrX,80965000,80970000,2,5.99839500812476e-11,0
chr5,49460000,49465000,chr5,49465000,49470000,1,1.65959620499223e-05,0
chr8,25095000,25100000,chr8,25100000,25105000,1,0.000149728535370375,0
chr8,90715000,90720000,chr8,90720000,90725000,3,1.2495478737877e-13,0
chr10,9220000,9225000,chr10,9225000,9230000,2,1.83089091714573e-10,0
chr21,20575000,20580000,chr21,20580000,20585000,1,4.90764692976379e-05,0
chr19,52845000,52850000,chr19,52850000,52855000,1,5.32003250444041e-05,0
chr6,160930000,160935000,chr6,160935000,160940000,3,2.76690315483866e-14,0
chrX,80250000,80255000,chrX,80255000,80260000,1,2.92656364210944e-05,0
chr19,40575000,40580000,chr19,40580000,40585000,3,1.00593900825366e-13,0
chr5,94505000,94510000,chr5,94510000,94515000,2,2.58170806261956e-08,0
chr3,101635000,101640000,chr3,101640000,101645000,1,0.00012030339176561,0
chrX,51105000,51110000,chrX,51110000,51115000,1,1.41650936736703e-05,0
chr10,57240000,57245000,chr10,57245000,57250000,2,9.75492194867883e-10,0
chr14,44065000,44070000,chr14,44070000,44075000,1,2.33174692129517e-05,0
chr7,340000,345000,chr7,345000,350000,1,8.1606431137407e-05,0
chr2,4105000,4110000,chr2,4110000,4115000,1,2.21674847883089e-05,0
chr18,30915000,30920000,chr18,30920000,30925000,1,2.20128294890205e-05,0
chr2,116470000,116475000,chr2,116475000,116480000,2,1.44532416575744e-09,0
chr6,86620000,86625000,chr6,86625000,86630000,1,0.000121873413793863,0
chr19,53135000,53140000,chr19,53140000,53145000,2,6.6550848628142e-10,0
chr13,108770000,108775000,chr13,108775000,108780000,3,2.59797850109214e-14,0
chr10,50035000,50040000,chr10,50040000,50045000,3,5.08125262014619e-13,0
chr2,116690000,116695000,chr2,116695000,116700000,1,6.46676386577253e-05,0
chr1,113395000,113400000,chr1,113400000,113405000,3,8.66780142708001e-14,0
chr9,96000000,96005000,chr9,96005000,96010000,2,1.74127073137497e-09,0
chrX,54860000,54865000,chrX,54865000,54870000,2,6.51982448203769e-10,0
chr15,47680000,47685000,chr15,47685000,47690000,1,3.31200022206875e-05,0
chr16,34365000,34370000,chr16,34370000,34375000,1,4.88226923845253e-05,0
chr1,4465000,4470000,chr1,4470000,4475000,2,1.58219797210157e-09,0
chr4,174000000,174005000,chr4,174005000,174010000,1,8.31765763044213e-05,0
chr12,103840000,103845000,chr12,103850000,103855000,1,0.000115783634276025,0
chr12,126135000,126140000,chr12,126140000,126145000,1,1.91457827437531e-05,0
chr4,180320000,180325000,chr4,180325000,180330000,2,2.55183545545512e-09,0
chr19,12470000,12475000,chr19,12475000,12480000,1,4.95483352394985e-05,0
chr4,13405000,13410000,chr4,13410000,13415000,3,2.77511951350632e-13,0
chr6,5035000,5040000,chr6,5040000,5045000,1,7.97587329525365e-05,0
chrX,137905000,137910000,chrX,137910000,137915000,2,8.56798563622856e-11,0
chr4,92950000,92955000,chr4,92955000,92960000,1,9.66573821803208e-05,0
chrX,68860000,68865000,chrX,68865000,68870000,1,2.38567778263608e-05,0
chr2,126085000,126090000,chr2,126090000,126095000,1,3.10857551028169e-05,0
chr19,57560000,57565000,chr19,57565000,57570000,2,4.675258042664e-10,0
chr16,78355000,78360000,chr16,78360000,78365000,2,1.56303043702092e-10,0
chrX,102340000,102345000,chrX,102345000,102350000,1,1.89871628662728e-05,0
chr4,65935000,65940000,chr4,65940000,65945000,2,1.26817233692735e-10,0
chr4,23200000,23205000,chr4,23205000,23210000,2,8.31094682231883e-10,0
chr11,23600000,23605000,chr11,23605000,23610000,1,1.63580304833975e-05,0
chr10,108980000,108985000,chr10,108985000,108990000,2,1.82336505456619e-09,0
chr2,78870000,78875000,chr2,78875000,78880000,2,2.40972132523328e-09,0
chr12,61725000,61730000,chr12,61730000,61735000,2,1.26857064730555e-09,0
chr11,2315000,2320000,chr11,2320000,2325000,4,3.9741030895771e-18,0
chrX,22250000,22255000,chrX,22255000,22260000,1,2.52208895794448e-05,0
chr19,39045000,39050000,chr19,39050000,39055000,2,8.46978114886215e-09,0
chr5,72690000,72695000,chr5,72695000,72700000,2,3.12017298728038e-08,0
chr11,17590000,17595000,chr11,17595000,17600000,3,7.0559086168716e-13,0
chr5,735000,740000,chr5,740000,745000,1,3.90218141693897e-06,0
chr11,132365000,132370000,chr11,132370000,132375000,1,4.93500727661434e-05,0
chr2,127310000,127315000,chr2,127315000,127320000,3,1.08198865824774e-13,0
chr19,23780000,23785000,chr19,23785000,23790000,1,2.16519709020005e-05,0
chr14,24990000,24995000,chr14,24995000,25000000,1,1.25471583689045e-05,0
chrX,99120000,99125000,chrX,99125000,99130000,2,4.72282507959703e-11,0
chrX,34870000,34875000,chrX,34875000,34880000,2,5.23600571549817e-11,0
chrX,116515000,116520000,chrX,116520000,116525000,2,3.43651037398763e-10,0
chr9,13100000,13105000,chr9,13105000,13110000,1,0.000169066830447097,0
chr12,117425000,117430000,chr12,117435000,117440000,1,0.000147310209015767,0
chr5,20035000,20040000,chr5,20040000,20045000,2,5.22845438771158e-10,0
chrX,33085000,33090000,chrX,33090000,33095000,2,1.05100346244591e-10,0
chrX,124630000,124635000,chrX,124635000,124640000,1,1.80671662978801e-05,0
chr21,48050000,48055000,chr21,48060000,48065000,1,9.6371893176104e-05,0
chr2,13720000,13725000,chr2,13725000,13730000,1,2.44476273655366e-05,0
chr20,15050000,15055000,chr20,15055000,15060000,1,3.19264191804294e-05,0
chr10,58280000,58285000,chr10,58285000,58290000,2,7.04319828812502e-10,0
chrX,72740000,72745000,chrX,72745000,72750000,2,5.65131388175246e-11,0
chr5,63730000,63735000,chr5,63735000,63740000,2,3.91202388076536e-09,0
chr4,64065000,64070000,chr4,64070000,64075000,1,1.42126799290492e-05,0
chr6,50830000,50835000,chr6,50835000,50840000,2,1.39073961206595e-09,0
chr6,62515000,62520000,chr6,62520000,62525000,2,2.66355711800969e-09,0
chr2,50145000,50150000,chr2,50150000,50155000,3,2.98182143690277e-15,0
chr5,54390000,54395000,chr5,54395000,54400000,1,3.72598537041177e-05,0
chr2,125390000,125395000,chr2,125395000,125400000,2,6.42426067388883e-10,0
chr8,102515000,102520000,chr8,102520000,102525000,3,8.30251628279602e-12,0
chr1,89545000,89550000,chr1,89550000,89555000,1,0.000116782725355332,0
chr2,175220000,175225000,chr2,175225000,175230000,1,0.000126123540069835,0
chr11,105015000,105020000,chr11,105020000,105025000,1,0.000100875983700156,0
chr4,54190000,54195000,chr4,54195000,54200000,1,2.30007203785664e-06,0
chr11,98415000,98420000,chr11,98420000,98425000,2,1.99239319714421e-09,0
chr13,59580000,59585000,chr13,59585000,59590000,2,3.32005325003048e-10,0
chr5,26075000,26080000,chr5,26080000,26085000,2,5.38353557053295e-10,0
chr21,46820000,46825000,chr21,46825000,46830000,2,9.00112034840261e-10,0
chr11,98460000,98465000,chr11,98465000,98470000,1,1.56878575697983e-05,0
chr8,68445000,68450000,chr8,68450000,68455000,3,9.116273799002e-12,0
chrX,81395000,81400000,chrX,81400000,81405000,3,6.04913730104174e-16,0
chr5,415000,420000,chr5,420000,425000,2,1.33539666999052e-11,0
chr11,55830000,55835000,chr11,55835000,55840000,2,1.07091552112578e-09,0
chr2,220775000,220780000,chr2,220780000,220785000,3,9.04800950696798e-13,0
chr2,77150000,77155000,chr2,77155000,77160000,3,7.05014437694925e-15,0
chr21,30090000,30095000,chr21,30095000,30100000,3,1.56679725759991e-13,0
chr7,53550000,53555000,chr7,53555000,53560000,1,5.71020968041844e-05,0
chr5,24695000,24700000,chr5,24700000,24705000,3,6.0901241286036e-14,0
chr3,77225000,77230000,chr3,77230000,77235000,2,1.35840869931217e-09,0
chr15,25185000,25190000,chr15,25190000,25195000,3,2.2668296309323e-14,0
chrX,106415000,106420000,chrX,106420000,106425000,3,1.17294465206954e-14,0
chr3,76270000,76275000,chr3,76275000,76280000,1,5.7272599789349e-05,0
chr11,41240000,41245000,chr11,41245000,41250000,2,1.37447055171119e-09,0
chr2,153850000,153855000,chr2,153855000,153860000,1,1.09450691243884e-05,0
chr6,37445000,37450000,chr6,37450000,37455000,2,7.16356592083484e-10,0
chr20,6825000,6830000,chr20,6830000,6835000,2,2.12714117703595e-09,0
chr3,47415000,47420000,chr3,47420000,47425000,3,1.50697367120906e-12,0
chrX,44155000,44160000,chrX,44160000,44165000,1,4.02378243462698e-05,0
chr13,66915000,66920000,chr13,66920000,66925000,2,2.27590638675743e-09,0
chr4,98175000,98180000,chr4,98180000,98185000,2,8.73174566965153e-11,0
chr18,20905000,20910000,chr18,20910000,20915000,3,6.60778317836093e-14,0
chr17,4570000,4575000,chr17,4575000,4580000,2,8.2225934076039e-09,0
chrX,86940000,86945000,chrX,86945000,86950000,2,1.28185294709015e-12,0
chr7,24310000,24315000,chr7,24315000,24320000,2,6.33851397001024e-09,0
chr21,17350000,17355000,chr21,17355000,17360000,1,4.21927284635858e-05,0
chr11,1565000,1570000,chr11,1570000,1575000,1,2.87302994396818e-05,0
chr5,25540000,25545000,chr5,25545000,25550000,1,7.98675008447204e-06,0
chr5,165875000,165880000,chr5,165880000,165885000,1,2.12474923807999e-05,0
chrX,126015000,126020000,chrX,126020000,126025000,1,1.33243990582482e-05,0
chr18,31115000,31120000,chr18,31120000,31125000,2,1.9351756661958e-10,0
chrX,48680000,48685000,chrX,48685000,48690000,2,1.01442638855741e-09,0
chr15,31025000,31030000,chr15,31030000,31035000,1,4.48512668932005e-06,0
chrX,44785000,44790000,chrX,44790000,44795000,2,2.53352001585037e-10,0
chr14,86785000,86790000,chr14,86790000,86795000,1,3.79022374687465e-05,0
chrX,57930000,57935000,chrX,57935000,57940000,2,1.15471128629395e-09,0
