chromosome1,start1,end1,chromosome2,start2,end2,PET Count,Hypergeometric p-value,Bayes mixture 1,YY1peak1_start,YY1peak1_end,YY1peak2_start,YY1peak2_end,YY1_distance
chr12,125310000,125315000,chr12,125320000,125325000,7,1.71017055789222e-29,0.961,125314352,125314735,125322742,125323243,8449
chr12,125315000,125320000,chr12,125320000,125325000,12,5.43137312115096e-50,0.99,125318273,125318456,125322742,125323243,4628
chr12,125390000,125395000,chr12,125395000,125400000,23,5.30667003622406e-89,1,125391355,125391607,125398468,125399706,7606
chr12,125395000,125400000,chr12,125425000,125430000,8,6.80111516608778e-28,0.971,125398468,125399706,125425176,125425537,26269
chr12,125545000,125550000,chr12,125550000,125555000,12,3.81310213410989e-51,0.989,125549677,125549984,125550092,125550260,345
chr12,127585000,127590000,chr12,127590000,127595000,17,3.70945252561824e-76,1,127585089,127585236,127593262,127593467,8202
chr12,12955000,12960000,chr12,12965000,12970000,12,9.78165111827284e-47,1,12956189,12956477,12966026,12966666,10013
chr12,12965000,12970000,chr12,12990000,12995000,8,6.7682997924485e-29,0.97,12966026,12966666,12992876,12993262,26723
chr12,12985000,12990000,chr12,12990000,12995000,20,3.55217657710053e-81,1,12988303,12988691,12992876,12993262,4572
chr12,12990000,12995000,chr12,13020000,13025000,9,4.1320214450877e-34,0.992,12992876,12993262,13023388,13023716,30483
chr12,13020000,13025000,chr12,13025000,13030000,12,6.67302205882458e-46,0.991,13023388,13023716,13025289,13025924,2054
chr12,13020000,13025000,chr12,13030000,13035000,9,6.19243225561882e-33,0.989,13023388,13023716,13034424,13034893,11106
chr12,13025000,13030000,chr12,13030000,13035000,32,3.87068549774764e-132,1,13025289,13025924,13034424,13034893,9052
chr12,13030000,13035000,chr12,13035000,13040000,18,1.28155936557917e-69,1,13034424,13034893,13036638,13036972,2146
chr12,13720000,13725000,chr12,13725000,13730000,16,4.264303025865e-65,1,13723998,13724281,13726627,13726951,2649
chr12,13725000,13730000,chr12,13730000,13735000,43,2.30570128434011e-189,1,13726627,13726951,13734077,13734419,7459
chr12,14130000,14135000,chr12,14135000,14140000,15,1.13528003555157e-63,1,14133812,14134009,14135011,14135238,1214
chr12,14335000,14340000,chr12,14360000,14365000,7,1.14690868123279e-27,0.975,14338941,14339100,14360905,14361097,21980
chr12,14400000,14405000,chr12,14405000,14410000,18,5.10394443554919e-80,1,14402359,14402659,14409563,14409697,7121
chr12,14400000,14405000,chr12,14410000,14415000,9,7.69497010587522e-36,0.995,14402359,14402659,14410454,14411133,8284
chr12,14405000,14410000,chr12,14410000,14415000,13,1.054657382345e-53,0.999,14409563,14409697,14410454,14411133,1163
chr12,14515000,14520000,chr12,14545000,14550000,7,7.92069112719549e-26,0.941,14518680,14519106,14547354,14547671,28619
chr12,14535000,14540000,chr12,14545000,14550000,31,7.39661555787863e-128,1,14537821,14538398,14547354,14547671,9403
chr12,27165000,27170000,chr12,27175000,27180000,10,1.26111801242082e-38,1,27167057,27167524,27175220,27175799,8219
chr12,39295000,39300000,chr12,39300000,39305000,20,1.4620592854746e-86,1,39299242,39299474,39300454,39300728,1233
chr12,46380000,46385000,chr12,46385000,46390000,15,1.77739826834197e-64,1,46384214,46384905,46385488,46385976,1172
chr12,46865000,46870000,chr12,46880000,46885000,7,2.11479216519691e-24,0.941,46867414,46867737,46883738,46884028,16307
chr12,46940000,46945000,chr12,46945000,46950000,22,9.30241778286939e-93,1,46943613,46943865,46947015,46947485,3511
chr12,46945000,46950000,chr12,46950000,46955000,11,5.47280668142861e-45,0.963,46947015,46947485,46950655,46950907,3531
chr12,47665000,47670000,chr12,47670000,47675000,19,3.97203783464995e-80,1,47665090,47665337,47671860,47672140,6786
chr12,48145000,48150000,chr12,48150000,48155000,19,3.31563302412466e-82,1,48147200,48147442,48152569,48152767,5347
chr12,48500000,48505000,chr12,48510000,48515000,8,4.72174484549143e-33,0.991,48499688,48500320,48512844,48513283,13059
chr12,49450000,49455000,chr12,49455000,49460000,53,7.83166513725231e-222,1,49453953,49455039,49457755,49457988,3375
chr12,49455000,49460000,chr12,49460000,49465000,34,7.68409482774419e-142,1,49457755,49457988,49463652,49464029,5969
chr12,49715000,49720000,chr12,49730000,49735000,12,1.15898056545478e-44,0.999,49716537,49716903,49730864,49731081,14252
chr12,49730000,49735000,chr12,49740000,49745000,7,2.95487670864466e-27,0.913,49730864,49731081,49741395,49741923,10686
chr12,49735000,49740000,chr12,49740000,49745000,11,2.26183911629883e-48,0.955,49736169,49736606,49741395,49741923,5271
chr12,50445000,50450000,chr12,50450000,50455000,30,1.68064117221698e-136,1,50449605,50449862,50451262,50451487,1641
chr12,51980000,51985000,chr12,51985000,51990000,11,7.87191462133926e-46,0.942,51984475,51984778,51984905,51985236,444
chr12,52205000,52210000,chr12,52210000,52215000,15,3.25124340974285e-68,0.999,52208111,52208333,52214569,52215191,6658
chr12,52425000,52430000,chr12,52430000,52435000,23,2.01814595452506e-99,1,52426827,52427093,52430672,52430928,3840
chr12,52425000,52430000,chr12,52440000,52445000,9,1.78512372814142e-34,0.991,52426827,52427093,52444522,52445294,17948
chr12,52430000,52435000,chr12,52440000,52445000,15,2.53521472488019e-60,1,52430672,52430928,52444522,52445294,14108
chr12,52530000,52535000,chr12,52535000,52540000,22,1.36647103009764e-90,1,52533306,52533574,52537363,52537618,4050
chr12,52545000,52550000,chr12,52555000,52560000,10,4.63950426168907e-38,0.996,52545923,52546221,52557793,52557990,11819
chr12,52635000,52640000,chr12,52640000,52645000,39,7.62237636286039e-168,1,52637788,52638276,52641176,52641439,3275
chr12,53255000,53260000,chr12,53260000,53265000,11,9.93717784614025e-48,0.965,53259057,53259449,53264339,53264585,5209
chr12,53295000,53300000,chr12,53300000,53305000,38,2.25503642803058e-163,1,53298738,53299110,53300869,53301272,2146
chr12,53300000,53305000,chr12,53315000,53320000,20,2.05643836415599e-78,1,53300869,53301272,53318859,53319435,18076
chr12,53315000,53320000,chr12,53320000,53325000,12,3.63304124788728e-49,0.986,53318859,53319435,53321174,53321495,2187
chr12,53315000,53320000,chr12,53345000,53350000,7,5.0481534621315e-25,0.932,53318859,53319435,53347160,53347330,28098
chr12,53680000,53685000,chr12,53685000,53690000,12,8.35746582217013e-50,0.984,53681522,53681779,53689129,53689742,7785
chr12,53685000,53690000,chr12,53690000,53695000,17,7.62405828196027e-74,0.999,53689129,53689742,53693257,53693782,4084
chr12,53810000,53815000,chr12,53815000,53820000,14,3.28046844137863e-57,0.997,53814752,53814937,53815007,53815618,468
chr12,53810000,53815000,chr12,53820000,53825000,8,3.16866656343667e-31,0.982,53814752,53814937,53822080,53822368,7379
chr12,53815000,53820000,chr12,53820000,53825000,21,8.411939556234e-92,1,53815007,53815618,53822080,53822368,6911
chr12,54580000,54585000,chr12,54585000,54590000,19,2.26759261802824e-79,1,54582543,54582934,54585260,54585610,2696
chr12,54650000,54655000,chr12,54670000,54675000,7,1.27991110252097e-26,0.934,54652935,54653539,54673338,54674995,20929
chr12,54670000,54675000,chr12,54680000,54685000,11,4.56770234823984e-40,0.999,54673338,54674995,54682125,54682445,8118
chr12,54670000,54675000,chr12,54685000,54690000,9,2.01451811875346e-31,0.996,54673338,54674995,54688068,54688242,13988
chr12,54680000,54685000,chr12,54685000,54690000,18,5.65004880552002e-73,1,54682125,54682445,54688068,54688242,5870
chr12,54785000,54790000,chr12,54790000,54795000,20,3.56975672080156e-86,1,54788120,54788365,54793177,54793328,5010
chr12,56105000,56110000,chr12,56110000,56115000,13,4.51451814192351e-55,0.998,56109685,56110000,56114770,56115158,5121
chr12,56130000,56135000,chr12,56135000,56140000,15,7.16423424062181e-60,1,56130923,56131263,56137253,56137486,6276
chr12,56330000,56335000,chr12,56345000,56350000,9,3.7260207038085e-33,0.995,56334039,56334352,56349823,56350127,15779
chr12,56345000,56350000,chr12,56360000,56365000,12,2.71634247317483e-45,1,56349823,56350127,56360417,56360811,10639
chr12,56360000,56365000,chr12,56365000,56370000,25,6.71529395735068e-104,1,56360417,56360811,56367610,56367976,7179
chr12,56660000,56665000,chr12,56685000,56690000,6,8.04539240886254e-25,0.917,56660502,56660921,56685224,56685634,24717
chr12,56725000,56730000,chr12,56750000,56755000,7,1.43857564952458e-26,0.943,56727259,56728238,56753760,56754478,26370
chr12,56840000,56845000,chr12,56855000,56860000,8,1.61978762790389e-30,0.981,56843014,56843327,56858125,56858335,15059
chr12,57515000,57520000,chr12,57520000,57525000,14,6.15449563666102e-64,1,57518075,57518297,57521055,57521370,3026
chr12,57605000,57610000,chr12,57630000,57635000,9,1.0274432900517e-36,0.996,57607084,57607475,57632863,57633192,25748
chr12,58150000,58155000,chr12,58155000,58160000,20,1.38615630459934e-87,1,58150557,58150795,58158489,58159098,8117
chr12,58150000,58155000,chr12,58165000,58170000,7,1.23077456387882e-25,0.946,58150557,58150795,58165522,58166120,15145
chr12,58155000,58160000,chr12,58165000,58170000,8,2.85313803169634e-31,0.978,58158489,58159098,58165522,58166120,7027
chr12,63115000,63120000,chr12,63120000,63125000,17,9.69869758981984e-69,1,63118680,63119121,63124843,63125116,6079
chr12,63115000,63120000,chr12,63125000,63130000,13,4.85298932886116e-49,1,63118680,63119121,63126877,63127205,8140
chr12,63120000,63125000,chr12,63125000,63130000,18,7.78722916091177e-75,1,63124843,63125116,63126877,63127205,2061
chr12,6390000,6395000,chr12,6395000,6400000,12,1.15959090527813e-48,0.99,6394229,6394483,6396024,6396319,1815
chr12,6475000,6480000,chr12,6490000,6495000,7,1.01116609172252e-26,0.963,6478415,6478719,6493002,6493617,14742
chr12,6485000,6490000,chr12,6490000,6495000,20,5.46023982372729e-90,1,6485837,6486074,6493002,6493617,7354
chr12,65885000,65890000,chr12,65900000,65905000,10,1.1428780504576e-36,0.997,65889013,65889370,65904217,65904804,15319
chr12,66050000,66055000,chr12,66115000,66120000,8,7.41234861007874e-27,0.909,66050685,66051134,66119208,66119437,68413
chr12,66115000,66120000,chr12,66120000,66125000,37,1.48525948820267e-149,1,66119208,66119437,66122784,66123588,3863
chr12,66340000,66345000,chr12,66355000,66360000,8,8.64651167082666e-29,0.992,66342393,66342765,66356700,66357117,14329
chr12,66500000,66505000,chr12,66520000,66525000,7,1.77805444152582e-25,0.953,66501112,66501513,66524362,66524846,23291
chr12,66670000,66675000,chr12,66695000,66700000,7,2.09133608458597e-24,0.933,66673019,66673196,66695972,66696548,23152
chr12,675000,680000,chr12,680000,685000,27,6.23200283131592e-117,1,679570,679890,680136,680408,542
chr12,680000,685000,chr12,685000,690000,19,5.05348259762759e-79,1,680136,680408,685274,685548,5139
chr12,69135000,69140000,chr12,69140000,69145000,19,6.84675459676086e-82,1,69139740,69140145,69140494,69140717,663
chr12,6930000,6935000,chr12,6935000,6940000,13,1.25264236222884e-53,0.996,6934763,6935060,6938515,6938896,3794
chr12,72055000,72060000,chr12,72075000,72080000,8,7.52365101368277e-29,0.981,72057422,72058510,72079699,72079979,21873
chr12,72055000,72060000,chr12,72080000,72085000,12,2.64613982253065e-44,1,72057422,72058510,72080010,72080333,22205
chr12,72055000,72060000,chr12,72100000,72105000,8,1.26456022104486e-27,0.957,72057422,72058510,72103973,72104490,46265
chr12,72140000,72145000,chr12,72145000,72150000,22,1.23746333603682e-95,1,72140828,72141019,72148353,72148925,7715
chr12,75720000,75725000,chr12,75725000,75730000,19,3.9559693924769e-77,1,75723905,75724267,75728124,75728553,4252
chr12,76015000,76020000,chr12,76030000,76035000,12,4.73404271709784e-44,1,76017332,76017938,76034764,76035230,17362
chr12,76095000,76100000,chr12,76105000,76110000,7,1.13231795701431e-25,0.922,76098528,76098760,76106052,76106391,7577
chr12,89315000,89320000,chr12,89320000,89325000,11,1.55410791081223e-43,0.954,89319619,89320033,89320128,89320417,446
chr12,95490000,95495000,chr12,95495000,95500000,27,4.02852105935989e-108,1,95491990,95492251,95496982,95497369,5055
chr12,95575000,95580000,chr12,95595000,95600000,6,3.6137748254702e-22,0.909,95576624,95576887,95598146,95598652,21643
chr12,96605000,96610000,chr12,96610000,96615000,19,5.03201606253007e-76,1,96609014,96609309,96613514,96613845,4518
chr12,98895000,98900000,chr12,98905000,98910000,10,3.03773393034653e-35,0.999,98897040,98898192,98909083,98909631,11741
chr13,106735000,106740000,chr13,106745000,106750000,10,3.65193631369581e-40,0.998,106736053,106736247,106748887,106749293,12940
chr13,107000000,107005000,chr13,107025000,107030000,8,1.18386197794703e-28,0.983,107001589,107002000,107028778,107029061,27125
chr13,109905000,109910000,chr13,109925000,109930000,7,9.93529279665757e-28,0.965,109909460,109909763,109928274,109928516,18783
chr13,111195000,111200000,chr13,111210000,111215000,10,3.29877448018283e-39,1,111199253,111199531,111213899,111214153,14634
chr13,111355000,111360000,chr13,111360000,111365000,27,3.48993964248794e-115,1,111358242,111358830,111364605,111364908,6220
chr13,114890000,114895000,chr13,114895000,114900000,15,1.18335200757442e-65,1,114894453,114894675,114897930,114898285,3543
chr13,24720000,24725000,chr13,24730000,24735000,7,1.87635347917202e-27,0.948,24722872,24723198,24734599,24734797,11663
chr13,27765000,27770000,chr13,27775000,27780000,9,3.12386769621557e-34,0.997,27769359,27769685,27778086,27778232,8637
chr13,31400000,31405000,chr13,31405000,31410000,11,5.52330311757579e-45,0.943,31403288,31403605,31407060,31407274,3720
chr13,31615000,31620000,chr13,31620000,31625000,23,2.35185845704592e-94,1,31618599,31618816,31619922,31620455,1481
chr13,41345000,41350000,chr13,41360000,41365000,6,5.03290802658267e-25,0.904,41345122,41345531,41363374,41363887,18304
chr13,41630000,41635000,chr13,41635000,41640000,23,4.04633574398338e-99,1,41634347,41634738,41635470,41636082,1233
chr13,41705000,41710000,chr13,41765000,41770000,9,7.39338212147452e-36,0.981,41706585,41707204,41768569,41768925,61852
chr13,45280000,45285000,chr13,45285000,45290000,20,1.20574756669255e-83,1,45284724,45284887,45288290,45288518,3598
chr13,45910000,45915000,chr13,45915000,45920000,18,2.55403189143593e-77,1,45914834,45915013,45915084,45915826,531
chr13,47370000,47375000,chr13,47375000,47380000,13,9.51419349774591e-57,0.997,47370902,47371595,47378529,47378726,7379
chr13,52365000,52370000,chr13,52370000,52375000,12,7.0756457956714e-48,0.989,52367727,52367975,52371922,52372122,4171
chr13,53190000,53195000,chr13,53225000,53230000,8,5.68659795900665e-32,0.979,53191382,53191786,53226255,53227162,35124
chr13,95945000,95950000,chr13,95950000,95955000,12,1.40948120889562e-48,0.996,95948834,95949091,95953611,95953938,4812
chr13,99220000,99225000,chr13,99225000,99230000,31,1.27615541350517e-135,1,99223122,99223490,99229222,99229601,6105
chr13,99965000,99970000,chr13,99970000,99975000,26,3.97370779280703e-109,1,99967126,99967377,99970709,99970939,3572
chr14,100770000,100775000,chr14,100780000,100785000,10,2.07810520599736e-41,0.999,100772667,100773053,100784551,100784871,11851
chr14,102425000,102430000,chr14,102435000,102440000,13,1.10638414299624e-51,1,102427480,102427707,102438765,102439006,11292
chr14,103570000,103575000,chr14,103575000,103580000,18,6.75311282529673e-82,1,103570039,103570194,103576159,103576409,6167
chr14,103825000,103830000,chr14,103835000,103840000,7,5.61042984766792e-29,0.954,103828096,103828394,103838924,103839135,10784
chr14,105130000,105135000,chr14,105140000,105145000,13,7.47506090576061e-53,1,105132058,105132832,105144035,105144615,11880
chr14,105445000,105450000,chr14,105450000,105455000,14,6.22278390910034e-60,1,105446599,105446786,105451894,105452220,5364
chr14,105450000,105455000,chr14,105510000,105515000,8,2.41179606682214e-32,0.951,105451894,105452220,105512028,105512355,60134
chr14,105485000,105490000,chr14,105490000,105495000,15,1.3647541307496e-65,1,105487643,105487931,105491169,105491508,3551
chr14,105485000,105490000,chr14,105510000,105515000,7,2.6143157687877e-27,0.955,105487643,105487931,105512028,105512355,24404
chr14,20880000,20885000,chr14,20925000,20930000,8,7.28470515739049e-30,0.954,20881475,20881812,20929749,20930019,48240
chr14,21120000,21125000,chr14,21130000,21135000,7,6.23566334500557e-28,0.92,21121218,21121418,21131237,21131581,10091
chr14,21940000,21945000,chr14,21945000,21950000,16,5.09636262601582e-71,1,21944673,21944922,21945084,21945493,491
chr14,21945000,21950000,chr14,21975000,21980000,10,1.29222286837707e-38,0.994,21945084,21945493,21979120,21979863,34203
chr14,23290000,23295000,chr14,23295000,23300000,14,2.23743380852274e-58,1,23292054,23292242,23298728,23299351,6891
chr14,23445000,23450000,chr14,23450000,23455000,19,7.96414521482008e-76,1,23449809,23450142,23451696,23452254,1999
chr14,23450000,23455000,chr14,23500000,23505000,13,5.23047932874282e-46,0.997,23451696,23452254,23503668,23504712,52215
chr14,23475000,23480000,chr14,23500000,23505000,16,2.16193481458382e-59,1,23475975,23476743,23503668,23504712,27831
chr14,23500000,23505000,chr14,23530000,23535000,8,2.54334023710084e-28,0.98,23503668,23504712,23531200,23531541,27180
chr14,23530000,23535000,chr14,23535000,23540000,24,1.30926017985294e-103,1,23531200,23531541,23538155,23538417,6915
chr14,23535000,23540000,chr14,23540000,23545000,30,1.18202374090309e-134,1,23538155,23538417,23540501,23540984,2456
chr14,23755000,23760000,chr14,23760000,23765000,13,2.06706749411924e-54,0.995,23755197,23755713,23764265,23764512,8933
chr14,23755000,23760000,chr14,23770000,23775000,8,3.19313622896359e-30,0.978,23755197,23755713,23770509,23771084,15341
chr14,23760000,23765000,chr14,23770000,23775000,8,5.95832744144886e-31,0.986,23764265,23764512,23770509,23771084,6408
chr14,23770000,23775000,chr14,23775000,23780000,17,1.27480671815871e-69,1,23770509,23771084,23775779,23776339,5262
chr14,23770000,23775000,chr14,23790000,23795000,9,4.66835666013089e-34,0.993,23770509,23771084,23789784,23790978,19584
chr14,24575000,24580000,chr14,24580000,24585000,16,3.34129038720007e-68,0.999,24578078,24578339,24583229,24583993,5402
chr14,24580000,24585000,chr14,24610000,24615000,8,1.60858016598145e-30,0.985,24583229,24583993,24610575,24611175,27264
chr14,24605000,24610000,chr14,24610000,24615000,24,1.46224817581374e-100,1,24605236,24605487,24610575,24611175,5513
chr14,24605000,24610000,chr14,24615000,24620000,7,4.87332363533331e-29,0.963,24605236,24605487,24615797,24616082,10578
chr14,24610000,24615000,chr14,24615000,24620000,13,6.11429099946021e-56,0.996,24610575,24611175,24615797,24616082,5064
chr14,24710000,24715000,chr14,24765000,24770000,16,1.42936968781793e-62,0.999,24711399,24712111,24768876,24769182,57274
chr14,24740000,24745000,chr14,24765000,24770000,8,7.46085780179886e-34,0.979,24740620,24740982,24768876,24769182,28228
chr14,24800000,24805000,chr14,24830000,24835000,7,9.84903277978916e-27,0.929,24802906,24803173,24834807,24835130,31929
chr14,24800000,24805000,chr14,24900000,24905000,15,1.6320490713144e-58,0.995,24802906,24803173,24900872,24901210,98001
chr14,31490000,31495000,chr14,31500000,31505000,11,5.4982346944052e-43,1,31494477,31495216,31500821,31501002,6065
chr14,31675000,31680000,chr14,31710000,31715000,8,1.98308154367364e-29,0.968,31676769,31677493,31713073,31713438,36124
chr14,37640000,37645000,chr14,37665000,37670000,7,1.77214291942155e-26,0.969,37641161,37641824,37667028,37667299,25671
chr14,39570000,39575000,chr14,39580000,39585000,7,3.71438735322478e-28,0.967,39572236,39572706,39583221,39583695,10987
chr14,39635000,39640000,chr14,39640000,39645000,25,3.82168116178461e-101,1,39639201,39639860,39644047,39644677,4831
chr14,50050000,50055000,chr14,50065000,50070000,7,1.43512962188832e-25,0.96,50052750,50053341,50065177,50065901,12493
chr14,50065000,50070000,chr14,50085000,50090000,7,2.2371714205896e-28,0.957,50065177,50065901,50086929,50087698,21774
chr14,50330000,50335000,chr14,50345000,50350000,7,1.1256051189173e-24,0.955,50334682,50334931,50346425,50346689,11750
chr14,50345000,50350000,chr14,50355000,50360000,8,1.58653925741087e-31,0.976,50346425,50346689,50359453,50359890,13114
chr14,53160000,53165000,chr14,53165000,53170000,14,7.36680265362659e-57,1,53162322,53162725,53167389,53167609,4975
chr14,53160000,53165000,chr14,53170000,53175000,9,5.93045181968553e-35,0.993,53162322,53162725,53173589,53174266,11404
chr14,53165000,53170000,chr14,53170000,53175000,31,3.91401244681839e-133,1,53167389,53167609,53173589,53174266,6428
chr14,53850000,53855000,chr14,53855000,53860000,20,1.62106585222794e-87,1,53850944,53851112,53858413,53858723,7540
chr14,54715000,54720000,chr14,54720000,54725000,24,3.97917295953612e-100,1,54718718,54719189,54720249,54720684,1513
chr14,55875000,55880000,chr14,55880000,55885000,27,3.80432085396981e-113,1,55878186,55878775,55883686,55883832,5278
chr14,55875000,55880000,chr14,55890000,55895000,10,5.93202677836734e-39,0.997,55878186,55878775,55894299,55894563,15950
chr14,55880000,55885000,chr14,55890000,55895000,7,1.59089324445675e-28,0.946,55883686,55883832,55894299,55894563,10672
chr14,55910000,55915000,chr14,55920000,55925000,8,4.17308751226182e-31,0.991,55913592,55913802,55921248,55921607,7730
chr14,55915000,55920000,chr14,55920000,55925000,27,2.04294588857907e-113,1,55914715,55915448,55921248,55921607,6346
chr14,56045000,56050000,chr14,56065000,56070000,10,2.56517597460228e-38,0.997,56046628,56046838,56066107,56066511,19576
chr14,61190000,61195000,chr14,61200000,61205000,8,2.67983805108995e-31,0.98,61190770,61191176,61201260,61201632,10473
chr14,62000000,62005000,chr14,62010000,62015000,13,5.34979266992661e-52,1,62004507,62004856,62014214,62014479,9665
chr14,62000000,62005000,chr14,62030000,62035000,9,3.9926566015226e-32,0.987,62004507,62004856,62031298,62031641,26788
chr14,64970000,64975000,chr14,64975000,64980000,25,7.77989060605614e-107,1,64970188,64971702,64977827,64978067,7002
chr14,65165000,65170000,chr14,65170000,65175000,21,2.68843219404576e-88,1,65169803,65170156,65170871,65171143,1027
chr14,65165000,65170000,chr14,65175000,65180000,9,1.10510313791982e-35,0.987,65169803,65170156,65174922,65175133,5048
chr14,65165000,65170000,chr14,65185000,65190000,8,2.13916916239356e-29,0.976,65169803,65170156,65186861,65187313,17107
chr14,65170000,65175000,chr14,65175000,65180000,12,9.08330449616467e-50,0.972,65170871,65171143,65174922,65175133,4020
chr14,65170000,65175000,chr14,65185000,65190000,9,3.32261441632321e-34,0.994,65170871,65171143,65186861,65187313,16080
chr14,65175000,65180000,chr14,65185000,65190000,12,2.98758171629284e-47,1,65174922,65175133,65186861,65187313,12059
chr14,65185000,65190000,chr14,65190000,65195000,25,5.64712525256444e-105,1,65186861,65187313,65193248,65193569,6321
chr14,66970000,66975000,chr14,66975000,66980000,22,2.88894836816441e-91,1,66974382,66974973,66975078,66975391,557
chr14,67875000,67880000,chr14,67880000,67885000,22,5.67778530727184e-95,1,67878713,67879023,67880910,67881271,2222
chr14,67880000,67885000,chr14,67885000,67890000,18,3.38883541327475e-77,1,67880910,67881271,67885638,67885855,4656
chr14,67990000,67995000,chr14,67995000,68000000,19,1.05394608228442e-83,1,67993413,67993653,67999546,67999962,6221
chr14,68280000,68285000,chr14,68285000,68290000,19,7.9546369562766e-76,1,68282991,68283566,68286326,68286588,3178
chr14,68285000,68290000,chr14,68300000,68305000,9,7.76918411643005e-35,0.996,68286326,68286588,68303758,68303999,17421
chr14,68400000,68405000,chr14,68410000,68415000,8,1.01772622886547e-30,0.987,68400746,68401007,68410693,68410877,9908
chr14,68600000,68605000,chr14,68605000,68610000,15,2.14347039617424e-64,1,68604450,68604716,68606957,68607294,2542
chr14,69145000,69150000,chr14,69150000,69155000,10,2.8550649079699e-41,0.908,69149621,69149765,69152330,69152767,2855
chr14,69280000,69285000,chr14,69285000,69290000,22,8.35923491010346e-92,1,69282951,69283668,69285887,69286279,2773
chr14,70105000,70110000,chr14,70110000,70115000,16,2.96529528284128e-70,1,70107721,70107954,70110186,70110512,2511
chr14,74290000,74295000,chr14,74315000,74320000,9,2.22824340336474e-34,0.993,74292384,74292569,74318305,74318811,26081
chr14,74415000,74420000,chr14,74485000,74490000,10,8.53796837443412e-36,0.984,74416816,74417235,74485812,74486227,68994
chr14,75075000,75080000,chr14,75080000,75085000,13,7.68216490184805e-53,0.999,75075639,75075912,75083167,75083531,7573
chr14,75075000,75080000,chr14,75085000,75090000,18,7.36817426133524e-71,1,75075639,75075912,75086418,75086664,10765
chr14,75080000,75085000,chr14,75085000,75090000,26,7.27781767646522e-108,1,75083167,75083531,75086418,75086664,3192
chr14,75740000,75745000,chr14,75745000,75750000,18,5.30253970872788e-69,1,75743640,75743933,75745362,75745721,1755
chr14,75760000,75765000,chr14,75770000,75775000,8,4.77583658220234e-32,0.974,75761864,75762081,75774410,75774810,12637
chr14,77370000,77375000,chr14,77380000,77385000,8,6.09182071429544e-29,0.974,77371258,77371525,77381118,77381353,9844
chr14,77410000,77415000,chr14,77415000,77420000,30,3.43936249494083e-128,1,77413466,77413985,77419684,77420129,6181
chr14,78225000,78230000,chr14,78265000,78270000,8,1.16707924684031e-32,0.967,78227184,78227735,78266234,78266695,39005
chr14,81405000,81410000,chr14,81420000,81425000,8,9.93575427447941e-31,0.981,81407920,81408219,81421145,81421383,13194
chr14,94805000,94810000,chr14,94810000,94815000,15,5.14178325411407e-64,1,94808695,94809056,94811707,94811962,2959
chr14,95145000,95150000,chr14,95155000,95160000,10,4.79067028921153e-40,1,95147703,95147982,95155894,95156069,8139
chr14,96825000,96830000,chr14,96855000,96860000,11,4.97535579709922e-47,0.999,96829485,96829783,96858165,96858563,28730
chr14,97570000,97575000,chr14,97575000,97580000,23,2.2481662800787e-97,1,97573468,97573824,97579646,97580085,6219
chr15,100880000,100885000,chr15,100885000,100890000,24,2.3292748833935e-109,1,100882208,100882493,100888876,100889119,6647
chr15,101790000,101795000,chr15,101795000,101800000,23,2.92488240331088e-97,1,101791950,101792422,101798372,101798644,6322
chr15,34630000,34635000,chr15,34635000,34640000,13,5.53968566752105e-55,0.998,34630133,34630488,34635165,34635598,5071
chr15,38540000,38545000,chr15,38545000,38550000,16,1.66615515587417e-68,1,38543937,38544471,38546480,38546794,2433
chr15,40330000,40335000,chr15,40335000,40340000,16,4.28171532150051e-70,1,40331237,40331568,40337278,40337586,6029
chr15,40795000,40800000,chr15,40800000,40805000,11,3.87051793815386e-46,0.962,40799261,40799551,40803878,40804157,4611
chr15,40880000,40885000,chr15,40885000,40890000,18,1.17738334164409e-76,1,40882025,40882197,40885890,40886630,4149
chr15,41835000,41840000,chr15,41845000,41850000,8,1.23509061785859e-31,0.981,41836109,41836671,41849840,41850080,13570
chr15,41835000,41840000,chr15,41850000,41855000,9,9.93680129858739e-35,1,41836109,41836671,41851311,41851467,14999
chr15,42065000,42070000,chr15,42100000,42105000,7,1.06502791963981e-27,0.935,42066471,42066938,42103664,42103875,37065
chr15,42260000,42265000,chr15,42265000,42270000,16,2.23972833157505e-66,1,42264591,42264845,42264848,42265209,310
chr15,43025000,43030000,chr15,43030000,43035000,16,3.52946688035075e-70,1,43029079,43029442,43030116,43030323,959
chr15,43785000,43790000,chr15,43800000,43805000,9,7.11664890603823e-36,0.997,43784906,43785678,43802566,43803197,17589
chr15,52015000,52020000,chr15,52025000,52030000,10,5.17399777771496e-40,1,52018602,52018827,52029670,52030009,11125
chr15,52155000,52160000,chr15,52160000,52165000,23,1.6386404376456e-96,1,52156611,52156887,52161347,52161602,4725
chr15,57175000,57180000,chr15,57210000,57215000,8,1.23465538233188e-30,0.975,57179159,57179960,57210660,57211060,31300
chr15,65100000,65105000,chr15,65115000,65120000,8,8.39204139023451e-31,0.983,65102213,65102430,65117878,65118165,15700
chr15,65320000,65325000,chr15,65325000,65330000,16,1.93380974086445e-66,1,65321745,65322105,65325413,65325772,3667
chr15,65585000,65590000,chr15,65590000,65595000,17,1.43717200940415e-73,1,65588276,65588683,65590155,65590334,1765
chr15,65585000,65590000,chr15,65595000,65600000,7,2.55714697093288e-25,0.926,65588276,65588683,65596985,65597571,8798
